rownum,sno,CUI1,CUI2
3793,13,C3714616,C3822694
3794,14,C2285441,C3643352
3795,15,C3344801,C3387490
3796,16,C2637453,C2755199
3797,17,C0799316,C1041582
3798,18,C0722427,C3755723
3799,19,C1284224,C3130508
3800,20,C0426377,C3810607
3801,21,C0644871,C3594186
3802,22,C3713540,C3783717
3803,23,C1741270,C3871843
3804,24,C0222856,C2510366
3805,25,C1857228,C1928946
3806,26,C1099013,C2256439
3807,27,C2795999,C3755176
3808,28,C2738835,C2946065
3809,29,C1325523,C3631853
3810,30,C0050617,C1422724
3811,31,C0814189,C1371891
3812,32,C1250679,C2396766
3813,33,C1226245,C3230712
3814,34,C1818039,C2460685
3815,35,C3210558,C3411150
3816,36,C2805709,C3078354
3817,37,C3026296,C3485207
3818,38,C1917369,C3830151
3819,39,C3499624,C3611536
3820,40,C3919660,C3962707
3821,41,C0957398,C3229861
3822,42,C1721210,C3271371
3823,43,C1973964,C2562699
3824,44,C1852551,C2402864
3825,45,C2975271,C3994546
3826,46,C1058866,C1187741
3827,47,C1529905,C3097313
3828,48,C1743474,C3960639
3829,49,C1620106,C3044659
3830,50,C3066227,C3624336
3831,51,C0801094,C1679822
3832,52,C2270062,C3086977
3833,53,C2350625,C2951258
3834,54,C1372326,C2389472
3835,55,C1486127,C2479995
3836,56,C2999896,C3850792
3837,57,C1074539,C3539241
3838,58,C0389949,C3420935
3839,59,C1073405,C1555254
3840,60,C0639523,C1435445
3841,61,C3044749,C3552770
3842,62,C0749040,C1433997
3843,63,C2279837,C3018704
3844,64,C3592905,C3883760
3845,65,C3747184,C3999904
3846,66,C2350125,C3957598
3847,67,C1503665,C3825347
3848,68,C0824010,C1902005
3849,69,C3260060,C3782649
3850,0,C2452641,C2783450
3851,1,C1413497,C1724290
3852,2,C0011385,C3208841
3853,3,C3110916,C3906589
3854,4,C0068411,C3975297
3855,5,C0567657,C0924937
3856,6,C1910610,C2788940
3857,7,C1479352,C2339770
3858,8,C1049028,C2474244
3859,9,C0692734,C1721821
3860,10,C1648578,C4003797
3861,11,C1576281,C2997982
3862,12,C0381623,C3004985
3863,13,C1687432,C2302512
3864,14,C3713986,C3915954
3865,15,C3220316,C3434210
3866,16,C0370188,C2306629
3867,17,C0065048,C3557722
3868,18,C1236684,C2442149
3869,19,C2440135,C3967740
3870,20,C0366885,C2532234
3871,21,C2451651,C3747237
3872,22,C3056805,C3978601
3873,23,C3430459,C4013955
3874,24,C0063637,C0971903
3875,25,C1217325,C1639665
3876,26,C1474292,C3791824
3877,27,C3007595,C3617978
3878,28,C0301224,C2449642
3879,29,C1156502,C2775685
3880,30,C1665917,C2646981
3881,31,C3346455,C3826509
3882,32,C1172083,C2691757
3883,33,C1953201,C3149376
3884,34,C1513206,C3558914
3885,35,C2623446,C2728178
3886,36,C0650263,C2283931
3887,37,C3483179,C3727301
3888,38,C0313415,C3086423
3889,39,C2610130,C3530292
3890,40,C0750743,C1677379
3891,41,C0974910,C3118614
3892,42,C1031533,C2752521
3893,43,C0736529,C2715992
3894,44,C1881068,C3247665
3895,45,C2346279,C3657587
3896,46,C2685469,C3783403
3897,47,C3386190,C3470961
3898,48,C0155182,C1469469
3899,49,C3348280,C3482406
3900,50,C3429755,C3777155
3901,51,C0668553,C3657348
3902,52,C1480969,C3771661
3903,53,C1307779,C2573243
3904,54,C3360434,C3433946
3905,55,C3035834,C3789315
3906,56,C0882806,C1315617
3907,57,C0638497,C1480304
3908,58,C3115403,C3260064
3909,59,C0923447,C3738121
3910,60,C1335605,C2755602
3911,61,C1856204,C3760402
3912,62,C2327966,C2672319
3913,63,C0604278,C2616040
3914,64,C2629389,C3244977
3915,65,C1189131,C3561368
3916,66,C1351698,C3854900
3917,67,C3616071,C4015324
3918,68,C0365967,C2572030
3919,69,C0685896,C1851947
3920,0,C1222521,C2415036
3921,1,C1152106,C3176267
3922,2,C2808252,C2818740
3923,3,C0881621,C2200918
3924,4,C0628060,C1701632
3925,5,C0635568,C1230237
3926,6,C0882540,C1493332
3927,7,C3259872,C3369060
3928,8,C2799029,C3724035
3929,9,C0687419,C3079312
3930,10,C0006995,C3590348
3931,11,C2825804,C3346212
3932,12,C1447740,C2000071
3933,13,C0139832,C3991943
3934,14,C3637409,C3760330
3935,15,C1663018,C2558700
3936,16,C2796041,C3762412
3937,17,C0502495,C2489403
3938,18,C3272178,C3388440
3939,19,C1282862,C3236590
3940,20,C2286742,C3940762
3941,21,C1897157,C2506488
3942,22,C3220437,C4002655
3943,23,C1883814,C3846166
3944,24,C1182904,C1824718
3945,25,C1530300,C3767705
3946,26,C1038165,C2300808
3947,27,C3221873,C3632762
3948,28,C0927173,C2570811
3949,29,C0597264,C3257346
3950,30,C3739422,C3950633
3951,31,C3002180,C3505622
3952,32,C0672878,C1654498
3953,33,C1983990,C3018801
3954,34,C1941821,C2732017
3955,35,C0617417,C4025855
3956,36,C0176876,C0299232
3957,37,C0428258,C1881397
3958,38,C1462912,C1888655
3959,39,C1084267,C1551961
3960,40,C0815731,C3884597
3961,41,C1652436,C3207049
3962,42,C1964743,C3155324
3963,43,C0413120,C0941963
3964,44,C0377295,C0531465
3965,45,C0867889,C1046369
3966,46,C1615694,C3774879
3967,47,C0221093,C3958672
3968,48,C3025162,C4007791
3969,49,C0359131,C1931466
3970,50,C0595413,C3422401
3971,51,C1881507,C2931738
3972,52,C0488326,C2276085
3973,53,C2396664,C2754113
3974,54,C1483125,C3722372
3975,55,C0165560,C0532880
3976,56,C1929585,C2723665
3977,57,C3169696,C3966430
3978,58,C3127275,C3899417
3979,59,C0064965,C1194066
3980,60,C3353370,C3362644
3981,61,C0591235,C3740707
3982,62,C1835010,C2246410
3983,63,C2663620,C3021900
3984,64,C1378533,C3053866
3985,65,C0250432,C0680831
3986,66,C2328109,C2948681
3987,67,C1193472,C3055946
3988,68,C0196852,C1641887
3989,69,C1572476,C3935804
3990,0,C1267151,C1676172
3991,1,C2583513,C2653333
3992,2,C1570602,C2792425
3993,3,C3074890,C3409480
3994,4,C3425691,C3484561
3995,5,C0713107,C2463026
3996,6,C1421784,C3042925
3997,7,C1678822,C2537875
3998,8,C1197310,C2357648
3999,9,C0994549,C2242946
4000,10,C2307084,C3265140
4001,11,C2758210,C3426246
4002,12,C2358012,C2767654
4003,13,C0038588,C3976814
4004,14,C0914110,C3370128
4005,15,C0504600,C1910946
4006,16,C2540870,C2816854
4007,17,C1569484,C3503644
4008,18,C2514387,C3630102
4009,19,C0818544,C3731048
4010,20,C1872613,C3587317
4011,21,C0971977,C1946983
4012,22,C1710074,C3564561
4013,23,C1824810,C2612749
4014,24,C0059384,C3751628
4015,25,C2468007,C3762551
4016,26,C1289706,C1701866
4017,27,C1013374,C1894928
4018,28,C3178622,C3429106
4019,29,C3320864,C3359641
4020,30,C2357230,C2945406
4021,31,C1835278,C2656970
4022,32,C0692687,C1334160
4023,33,C1979089,C3180073
4024,34,C0498432,C3257883
4025,35,C3022884,C3111952
4026,36,C1257074,C2427947
4027,37,C0671569,C0930994
4028,38,C1604987,C1911875
4029,39,C1621755,C2702032
4030,40,C0709655,C2485780
4031,41,C0801545,C1040801
4032,42,C1057072,C4000457
4033,43,C2536617,C3086741
4034,44,C3348661,C3890725
4035,45,C1498801,C2453176
4036,46,C3607798,C3803585
4037,47,C1847379,C2935250
4038,48,C2779993,C3273902
4039,49,C0035186,C1204444
4040,50,C1028176,C1095294
4041,51,C0530788,C1878551
4042,52,C2377097,C3978624
4043,53,C1843542,C2390008
4044,54,C1465689,C3211651
4045,55,C1946428,C2431646
4046,56,C1358397,C2285342
4047,57,C0770232,C1633356
4048,58,C1429407,C3432527
4049,59,C1645727,C3978556
4050,60,C1186192,C1928535
4051,61,C1289096,C4022237
4052,62,C1941937,C3465585
4053,63,C1421527,C2547934
4054,64,C0482321,C3595532
4055,65,C1669747,C1673594
4056,66,C1018191,C3779147
4057,67,C1688168,C3549078
4058,68,C1213480,C1214363
4059,69,C2406856,C2733911
4060,0,C0772461,C1282779
4061,1,C0610120,C0932004
4062,2,C1512688,C3068895
4063,3,C2408377,C2926565
4064,4,C0797657,C3383665
4065,5,C1233507,C1926638
4066,6,C0693739,C3962210
4067,7,C1938899,C3598560
4068,8,C1240500,C1676938
4069,9,C2001651,C3394717
4070,10,C1944159,C3576393
4071,11,C2712870,C3949674
4072,12,C2983746,C3928150
4073,13,C0697873,C3089272
4074,14,C1144837,C1642105
4075,15,C2611924,C3060605
4076,16,C1412969,C2279192
4077,17,C2669426,C3904444
4078,18,C3177080,C3540285
4079,19,C0558354,C3474921
4080,20,C3383250,C3858452
4081,21,C1231672,C3700846
4082,22,C2810123,C3763914
4083,23,C0231274,C1464082
4084,24,C1149061,C2638560
4085,25,C0152219,C2824985
4086,26,C1680900,C2727940
4087,27,C2962710,C3136696
4088,28,C0833748,C2622847
4089,29,C1638277,C2626885
4090,30,C0759489,C2448369
4091,31,C1935736,C3055271
4092,32,C0678889,C3263248
4093,33,C2240714,C4042472
4094,34,C1051967,C2512226
4095,35,C3107715,C3328131
4096,36,C0087461,C1340956
4097,37,C0608309,C2687407
4098,38,C2276971,C2549861
4099,39,C0285357,C0866782
4100,40,C1911356,C2551463
4101,41,C1417497,C3357500
4102,42,C1826270,C4005511
4103,43,C2993771,C3002997
4104,44,C0076659,C1309184
4105,45,C3467733,C3698883
4106,46,C2676726,C3752779
4107,47,C2290528,C2686924
4108,48,C1520215,C3948562
4109,49,C3778552,C3782854
4110,50,C1199861,C3401181
4111,51,C0795433,C2324196
4112,52,C0401276,C3750801
4113,53,C1908113,C3714837
4114,54,C0724184,C1046388
4115,55,C3081800,C3412891
4116,56,C1251534,C1824382
4117,57,C0892572,C2386503
4118,58,C1225400,C2809514
4119,59,C0573261,C3913881
4120,60,C1989358,C2346488
4121,61,C0881664,C2536800
4122,62,C1022631,C1466451
4123,63,C0355287,C3060325
4124,64,C0635265,C2794845
4125,65,C0951654,C3248524
4126,66,C1956466,C2743760
4127,67,C0606542,C1064113
4128,68,C2630618,C3569749
4129,69,C1251299,C1251411
4130,0,C1328231,C1433197
4131,1,C2527279,C3045519
4132,2,C0366403,C2331134
4133,3,C1065094,C1852396
4134,4,C1142771,C1527114
4135,5,C2744398,C3996277
4136,6,C2695397,C2934683
4137,7,C0281744,C3482511
4138,8,C0225824,C0722145
4139,9,C1373020,C3152093
4140,10,C2548684,C2651151
4141,11,C2245519,C3699886
4142,12,C0740032,C1466901
4143,13,C1383857,C3324648
4144,14,C1370086,C2264393
4145,15,C2347744,C3574831
4146,16,C3216840,C3804261
4147,17,C1186534,C3928365
4148,18,C2498103,C3975905
4149,19,C0940749,C1368182
4150,20,C3253830,C3957274
4151,21,C0193603,C3223086
4152,22,C0028881,C2490512
4153,23,C1911932,C3580546
4154,24,C1272049,C2313394
4155,25,C0176478,C1463681
4156,26,C2340273,C3893918
4157,27,C0015317,C4046476
4158,28,C2356962,C2561784
4159,29,C2954055,C3416687
4160,30,C0648355,C3429342
4161,31,C1547077,C3365232
4162,32,C3033697,C3930597
4163,33,C0997813,C3078940
4164,34,C2287337,C2299524
4165,35,C0887081,C3619706
4166,36,C1865478,C2819196
4167,37,C0532055,C3039602
4168,38,C0387832,C1552650
4169,39,C0341221,C3999423
4170,40,C0192365,C1663828
4171,41,C0580156,C2542919
4172,42,C0601718,C3535623
4173,43,C0064000,C3269722
4174,44,C0819179,C1644281
4175,45,C1676980,C2993337
4176,46,C2280572,C2671183
4177,47,C0640330,C1999320
4178,48,C0735309,C1032611
4179,49,C1026652,C1490507
4180,50,C3365726,C3491420
4181,51,C2565775,C3946693
4182,52,C1029246,C1717021
4183,53,C3204643,C3275749
4184,54,C3000061,C3999372
4185,55,C1498313,C2610782
4186,56,C1603082,C2798417
4187,57,C0272182,C3277604
4188,58,C1049633,C1431359
4189,59,C0892273,C1915007
4190,60,C0881592,C2782986
4191,61,C1210670,C1514086
4192,62,C2821475,C3442146
4193,63,C1309667,C2795992
4194,64,C0423995,C1150951
4195,65,C0610193,C2782328
4196,66,C0014136,C3593487
4197,67,C1937566,C2684660
4198,68,C1627942,C3722622
4199,69,C0442647,C3991344
4200,0,C0825138,C0949297
4201,1,C2814983,C3252607
4202,2,C1499605,C3569863
4203,3,C1738871,C4016576
4204,4,C0484355,C3063510
4205,5,C1128287,C3050698
4206,6,C2749378,C2949757
4207,7,C1304951,C3779143
4208,8,C0640573,C4037746
4209,9,C1568075,C1999667
4210,10,C2484479,C3134031
4211,11,C1570080,C4007836
4212,12,C0832401,C3714554
4213,13,C1829997,C2974557
4214,14,C0807115,C1051289
4215,15,C0062499,C1722472
4216,16,C3371029,C3994868
4217,17,C1924230,C3713239
4218,18,C1013983,C1464854
4219,19,C1854577,C3003509
4220,20,C3742015,C3826713
4221,21,C2920346,C3275111
4222,22,C1716939,C2336114
4223,23,C1649613,C3923381
4224,24,C0045106,C3219584
4225,25,C2768524,C3054252
4226,26,C0003893,C3341771
4227,27,C0312062,C0952496
4228,28,C1996398,C2687327
4229,29,C1186634,C2637116
4230,30,C3233500,C3407439
4231,31,C0796238,C3619825
4232,32,C3098420,C3562353
4233,33,C0930173,C3829589
4234,34,C0258871,C1100397
4235,35,C0606798,C1007922
4236,36,C1517892,C3986624
4237,37,C0888106,C1146261
4238,38,C0149600,C3717984
4239,39,C2260195,C2265865
4240,40,C0664078,C2530081
4241,41,C0296737,C3443349
4242,42,C0654931,C3957562
4243,43,C1122519,C1455597
4244,44,C3050636,C3711796
4245,45,C2268178,C3027296
4246,46,C1002668,C2774965
4247,47,C2822291,C2932726
4248,48,C2674509,C3206463
4249,49,C0607914,C1215900
4250,50,C1122760,C1491865
4251,51,C0438695,C1867572
4252,52,C1082188,C3589128
4253,53,C1481734,C2477138
4254,54,C0944419,C1538771
4255,55,C0723810,C3974439
4256,56,C0127949,C1650227
4257,57,C1879257,C2474816
4258,58,C0505479,C4010083
4259,59,C2580389,C3086573
4260,60,C1036566,C3549618
4261,61,C0164818,C2569104
4262,62,C3445832,C3952718
4263,63,C0830415,C3915348
4264,64,C1059363,C3336336
4265,65,C2288091,C2577972
4266,66,C1270330,C2558445
4267,67,C2582270,C3718836
4268,68,C1174833,C2689571
4269,69,C3654345,C3953938
4270,0,C2381648,C3693167
4271,1,C3210159,C3695487
4272,2,C2778287,C3749519
4273,3,C0540664,C4019148
4274,4,C0933508,C1662367
4275,5,C2350898,C3415443
4276,6,C1984136,C2742050
4277,7,C3450604,C3799617
4278,8,C2306050,C3110563
4279,9,C0932539,C3253606
4280,10,C0531379,C2941284
4281,11,C0641437,C2298775
4282,12,C2386285,C3962314
4283,13,C2625107,C3238308
4284,14,C0798696,C1973923
4285,15,C2664448,C3489438
4286,16,C2823357,C3177972
4287,17,C1741226,C2545592
4288,18,C0952201,C4035408
4289,19,C1551541,C3900554
4290,20,C3734510,C4018665
4291,21,C3178559,C3321073
4292,22,C0168928,C2933811
4293,23,C1195332,C3820201
4294,24,C0157230,C3848156
4295,25,C1955383,C2934691
4296,26,C1891903,C2246713
4297,27,C0261362,C3568301
4298,28,C0063001,C2643168
4299,29,C0721730,C3565719
4300,30,C2974424,C3912237
4301,31,C1424049,C1517975
4302,32,C1055315,C3163164
4303,33,C1213881,C2612174
4304,34,C2978576,C3391265
4305,35,C1628401,C3377140
4306,36,C1441313,C2543462
4307,37,C1004162,C1941197
4308,38,C0733107,C1005215
4309,39,C1675457,C3120839
4310,40,C0292087,C3386691
4311,41,C1239818,C2443364
4312,42,C2818296,C3587785
4313,43,C1519056,C3893680
4314,44,C3541003,C3741740
4315,45,C2677372,C3117165
4316,46,C1464550,C3764857
4317,47,C0164665,C1436385
4318,48,C2411929,C3175355
4319,49,C2768104,C3482521
4320,50,C3713845,C3847760
4321,51,C2362776,C2567021
4322,52,C0542187,C0882324
4323,53,C1037247,C3730424
4324,54,C2764147,C3431310
4325,55,C3230011,C3443448
4326,56,C1555101,C3899476
4327,57,C0618040,C1064938
4328,58,C0227363,C1474995
4329,59,C0935746,C3279485
4330,60,C0453263,C2474927
4331,61,C1468856,C3068643
4332,62,C1628933,C3742135
4333,63,C0229002,C3571334
4334,64,C1495639,C3729429
4335,65,C0666948,C0710981
4336,66,C3116565,C4000213
4337,67,C2562456,C2778979
4338,68,C1567147,C2630735
4339,69,C2522724,C3905278
4340,0,C2936327,C3100054
4341,1,C0998004,C3221794
4342,2,C3882626,C3994313
4343,3,C0138826,C2365502
4344,4,C0634715,C3793821
4345,5,C1638570,C2659950
4346,6,C1674207,C3256098
4347,7,C1637003,C3780686
4348,8,C1000336,C3011222
4349,9,C1815514,C3055287
4350,10,C1183221,C3011682
4351,11,C1973095,C3311324
4352,12,C3215189,C3897204
4353,13,C1011616,C2810778
4354,14,C0013885,C2973249
4355,15,C0925141,C1191544
4356,16,C0065015,C3275052
4357,17,C2323894,C3600211
4358,18,C3112802,C3238417
4359,19,C1980100,C3060496
4360,20,C1216620,C3244852
4361,21,C3713436,C3795253
4362,22,C1880476,C3540753
4363,23,C2438260,C2800520
4364,24,C0244499,C3221528
4365,25,C2549850,C3095917
4366,26,C1432842,C3923804
4367,27,C0222223,C2917496
4368,28,C0055530,C0330153
4369,29,C0322667,C3905183
4370,30,C2698730,C3441233
4371,31,C0957108,C2565614
4372,32,C1709260,C3045083
4373,33,C0530617,C3611267
4374,34,C2983101,C3979570
4375,35,C2813911,C3627776
4376,36,C0823591,C3951441
4377,37,C3430492,C3698676
4378,38,C0190165,C3272392
4379,39,C2513243,C2662502
4380,40,C1215704,C2565607
4381,41,C1557073,C3028536
4382,42,C1087169,C1531357
4383,43,C0893429,C1555499
4384,44,C1880940,C3404502
4385,45,C3095492,C3496910
4386,46,C2564836,C3783500
4387,47,C3038749,C3423265
4388,48,C1568506,C1705296
4389,49,C2443713,C3541025
4390,50,C0669269,C1923514
4391,51,C1245486,C1510781
4392,52,C1705392,C2689632
4393,53,C1474713,C2786890
4394,54,C1851785,C2263686
4395,55,C2312548,C3988335
4396,56,C0552166,C3842034
4397,57,C0029610,C1853720
4398,58,C0429543,C1903242
4399,59,C1033028,C3955208
4400,60,C0792886,C1488354
4401,61,C3537235,C3726607
4402,62,C1212681,C1568653
4403,63,C3552866,C3886419
4404,64,C1702620,C2823093
4405,65,C0368415,C3800436
4406,66,C1147605,C4000577
4407,67,C1261118,C1850245
4408,68,C2636861,C3447048
4409,69,C2397507,C3329097
4410,0,C0455880,C3379125
4411,1,C1136024,C3238423
4412,2,C1683850,C3013534
4413,3,C1483017,C2677124
4414,4,C1215028,C1611184
4415,5,C3035215,C3963007
4416,6,C0117436,C3924190
4417,7,C0720173,C3031552
4418,8,C3586481,C3981940
4419,9,C2429115,C3433655
4420,10,C1568142,C2937430
4421,11,C1052879,C1146172
4422,12,C2460310,C3391488
4423,13,C1092150,C1650792
4424,14,C1491309,C2822044
4425,15,C1207432,C1644229
4426,16,C1823801,C3730205
4427,17,C0658031,C0834890
4428,18,C1007339,C2478962
4429,19,C2460814,C2734591
4430,20,C0782791,C3576555
4431,21,C0208884,C2658195
4432,22,C0344211,C3481872
4433,23,C1984956,C3730950
4434,24,C2249475,C2674544
4435,25,C0614224,C2530771
4436,26,C3444534,C4021914
4437,27,C1058995,C1077767
4438,28,C1628739,C3964195
4439,29,C2490069,C4020823
4440,30,C2670322,C2934304
4441,31,C2494672,C2761184
4442,32,C1033286,C1873101
4443,33,C1718031,C3220240
4444,34,C0924441,C3327268
4445,35,C0678629,C2521937
4446,36,C1842608,C3596603
4447,37,C0096974,C0952471
4448,38,C3042991,C3978933
4449,39,C1084683,C3041357
4450,40,C2531332,C2793221
4451,41,C0137998,C4043453
4452,42,C0521196,C0642734
4453,43,C2546743,C3930627
4454,44,C0338090,C3041142
4455,45,C2457015,C3656120
4456,46,C0979785,C1742151
4457,47,C3095138,C3980400
4458,48,C0486255,C2464048
4459,49,C1718828,C3928017
4460,50,C2414828,C3942372
4461,51,C1357416,C3120321
4462,52,C0045076,C3541365
4463,53,C0996232,C2642418
4464,54,C0656144,C3653451
4465,55,C1931485,C3349337
4466,56,C2301788,C2381023
4467,57,C0966967,C1506963
4468,58,C0261704,C2811149
4469,59,C2427251,C3367686
4470,60,C1216897,C1862925
4471,61,C1063773,C2451081
4472,62,C0797736,C1924618
4473,63,C2289403,C4023907
4474,64,C2751672,C3778455
4475,65,C1026771,C3974050
4476,66,C0619700,C2355620
4477,67,C1002322,C1222224
4478,68,C1923420,C3256221
4479,69,C0054673,C0998038
4480,0,C1721740,C3180260
4481,1,C0710785,C1196946
4482,2,C2561389,C3482793
4483,3,C1552344,C3569304
4484,4,C3712590,C3824346
4485,5,C1227219,C2468179
4486,6,C0297296,C2261349
4487,7,C1364771,C3801675
4488,8,C2472732,C3569797
4489,9,C1175590,C2348246
4490,10,C2240672,C3350770
4491,11,C2626488,C3816126
4492,12,C0608237,C1034508
4493,13,C1029953,C1078001
4494,14,C0928208,C1890338
4495,15,C0261855,C3895709
4496,16,C0372370,C1002153
4497,17,C2526075,C2670471
4498,18,C0104750,C1987962
4499,19,C0047772,C3744526
4500,20,C2509547,C3147265
4501,21,C0504412,C3936285
4502,22,C1067735,C1886450
4503,23,C2501653,C3433842
4504,24,C0054539,C2685814
4505,25,C2676044,C3944223
4506,26,C1093360,C3252670
4507,27,C3208097,C3418027
4508,28,C3098809,C3436969
4509,29,C0689679,C0820146
4510,30,C1239573,C2985931
4511,31,C0649548,C1977654
4512,32,C1005090,C3278492
4513,33,C3614582,C3932506
4514,34,C3946560,C4026677
4515,35,C3276030,C3700020
4516,36,C2353430,C3038725
4517,37,C1025287,C2765936
4518,38,C2288934,C3929073
4519,39,C0113187,C3309799
4520,40,C0074880,C3119959
4521,41,C1500096,C1646838
4522,42,C1901570,C2449121
4523,43,C1711906,C2819794
4524,44,C2360629,C2618146
4525,45,C2384635,C3558592
4526,46,C1130162,C1290807
4527,47,C2360810,C3395079
4528,48,C1329704,C3091245
4529,49,C3132837,C4011191
4530,50,C0807893,C3585037
4531,51,C0162738,C3016995
4532,52,C2712770,C3660653
4533,53,C2265880,C2334238
4534,54,C3493570,C4025966
4535,55,C1904021,C2544821
4536,56,C2779706,C3426603
4537,57,C0496922,C3603411
4538,58,C3842059,C3933274
4539,59,C1604755,C3592935
4540,60,C1305025,C3161335
4541,61,C2393072,C3103028
4542,62,C0927199,C1618848
4543,63,C2339933,C2405477
4544,64,C1012638,C2777188
4545,65,C0872181,C2794469
4546,66,C0029577,C2436688
4547,67,C3158928,C3756919
4548,68,C1131501,C2326073
4549,69,C1101316,C2351074
4550,0,C1144120,C3241520
4551,1,C0221332,C1433005
4552,2,C2766668,C3411574
4553,3,C2513825,C3811231
4554,4,C1195554,C3733284
4555,5,C2979214,C3796813
4556,6,C3496827,C3550342
4557,7,C1688116,C3157771
4558,8,C1898853,C1925851
4559,9,C1592684,C4009270
4560,10,C2984688,C3216083
4561,11,C2499053,C3064718
4562,12,C1576340,C3845476
4563,13,C1309966,C2348185
4564,14,C3399970,C3582822
4565,15,C0905614,C3561194
4566,16,C1599790,C1964781
4567,17,C0935462,C3101804
4568,18,C1622423,C3470071
4569,19,C2657317,C2943786
4570,20,C1723429,C2824242
4571,21,C0051829,C3982732
4572,22,C1540174,C3855804
4573,23,C2247307,C3621668
4574,24,C2742509,C3798555
4575,25,C2362859,C3059798
4576,26,C0913494,C1607876
4577,27,C0655835,C3918045
4578,28,C0123649,C3398418
4579,29,C2775426,C3246966
4580,30,C0251954,C3274942
4581,31,C3424454,C3995295
4582,32,C3488684,C3872322
4583,33,C1636689,C3263486
4584,34,C2501330,C3561695
4585,35,C0608377,C3977034
4586,36,C3958359,C3976301
4587,37,C1006515,C3472058
4588,38,C0259526,C1823865
4589,39,C1644936,C2505319
4590,40,C1421770,C2333310
4591,41,C1894945,C4026598
4592,42,C2544974,C3603080
4593,43,C1191681,C3741573
4594,44,C0497198,C2946864
4595,45,C3020541,C3798260
4596,46,C2412148,C3347444
4597,47,C1548654,C3369772
4598,48,C1721236,C3095035
4599,49,C1080962,C3549070
4600,50,C1335215,C1577540
4601,51,C0033727,C1602610
4602,52,C0526348,C1176776
4603,53,C0038594,C2610392
4604,54,C3337551,C3892966
4605,55,C1034362,C3746390
4606,56,C1678819,C1909715
4607,57,C2797710,C3099756
4608,58,C0598548,C1077675
4609,59,C0964565,C3969247
4610,60,C3017655,C3753895
4611,61,C1086006,C3242812
4612,62,C1499034,C1538319
4613,63,C0707603,C1649183
4614,64,C0398048,C2674804
4615,65,C0482948,C3996340
4616,66,C3906570,C3949939
4617,67,C0054278,C1182356
4618,68,C0121751,C2303813
4619,69,C0957527,C1258252
4620,0,C3134847,C3733581
4621,1,C0160830,C1386407
4622,2,C0271689,C3407977
4623,3,C1228203,C3660833
4624,4,C0490486,C1723114
4625,5,C0055183,C2336434
4626,6,C1039074,C1655542
4627,7,C0823805,C1460132
4628,8,C0914250,C1127697
4629,9,C0890721,C3632640
4630,10,C1991466,C3620665
4631,11,C1556384,C4004267
4632,12,C1664197,C3964454
4633,13,C1013913,C3749540
4634,14,C1048373,C3655844
4635,15,C1669179,C3466386
4636,16,C0357005,C3381251
4637,17,C1180056,C3107522
4638,18,C0634697,C2936449
4639,19,C1316904,C2339094
4640,20,C1974822,C3616581
4641,21,C0681345,C3997531
4642,22,C0988236,C2655777
4643,23,C1541192,C3741275
4644,24,C0764442,C2553633
4645,25,C1890296,C3085311
4646,26,C1592668,C2625208
4647,27,C0264716,C2572242
4648,28,C0364266,C1041210
4649,29,C1586482,C3080082
4650,30,C1701888,C3732588
4651,31,C2621638,C3384707
4652,32,C3431036,C3766111
4653,33,C0965523,C2677046
4654,34,C3927318,C4015858
4655,35,C0645542,C3822292
4656,36,C3051031,C3807699
4657,37,C0994725,C2757151
4658,38,C0682663,C3730586
4659,39,C0965022,C1231896
4660,40,C0131825,C1529726
4661,41,C1439702,C2998729
4662,42,C0448890,C3930169
4663,43,C0162361,C2424002
4664,44,C0597834,C1737920
4665,45,C1706792,C3922454
4666,46,C3323402,C3828572
4667,47,C0376399,C3026266
4668,48,C2599668,C2761960
4669,49,C2535721,C2828598
4670,50,C1098381,C2939557
4671,51,C3121199,C3381636
4672,52,C0072134,C3936464
4673,53,C0128454,C1463019
4674,54,C1530038,C2945338
4675,55,C1002979,C3827990
4676,56,C0083650,C3895764
4677,57,C0487200,C3411394
4678,58,C0995445,C1701477
4679,59,C1074740,C3820069
4680,60,C1627019,C3990766
4681,61,C1947574,C2001654
4682,62,C1496397,C1649025
4683,63,C0056330,C1073636
4684,64,C0603093,C2809005
4685,65,C0940857,C3999821
4686,66,C2762929,C3944000
4687,67,C1488237,C3798143
4688,68,C0692440,C1418569
4689,69,C2452301,C2455272
4690,0,C2392682,C3734939
4691,1,C2935116,C3984043
4692,2,C1026678,C1544240
4693,3,C0802864,C3324267
4694,4,C1512846,C1912295
4695,5,C1475362,C3154295
4696,6,C1187449,C1874537
4697,7,C2974168,C3348369
4698,8,C0649294,C0749769
4699,9,C2352674,C3350717
4700,10,C3124997,C4003653
4701,11,C3701041,C3924984
4702,12,C2283119,C3174591
4703,13,C0260362,C3280274
4704,14,C2418727,C3122704
4705,15,C1036718,C1589942
4706,16,C3625085,C4011459
4707,17,C3218608,C3227822
4708,18,C2717036,C3408464
4709,19,C1908440,C2388166
4710,20,C0050640,C1203183
4711,21,C2472109,C2654345
4712,22,C1247282,C1559625
4713,23,C3039313,C3608563
4714,24,C2469370,C2688325
4715,25,C2941886,C3100812
4716,26,C2953868,C3496050
4717,27,C3068158,C3754369
4718,28,C0767836,C3615922
4719,29,C1904351,C2365890
4720,30,C0323180,C2272853
4721,31,C1978520,C3831251
4722,32,C1840769,C3282478
4723,33,C0444777,C1494976
4724,34,C3070322,C4016293
